Chromosome	Start	Stop	Strand	Gene Symbol	CO09_D1	CO05_D1	CO25_D1X	CO35_D1	CO40_D1	CO13_D1B	CO19_D1	CO37_D1	CO01_D1	CO11_D1	CO17_D1	CO22_D1	CO30_D1B	CO10_D1
9	26903370	26947472	-	PLAA	8.66206	10.4267	11.1347	20.2769	9.56259	10.5462	13.1181	13.4329	15.1519	12.6637	12.7442	11.2375	18.2004	16.5214
3	192959011	192988645	+	PLAAT1	0.702122	0.150451	0.162362	0.605894	0.288915	0.0157405	1.23552	0.155283	0.0698816	0.129707	0.268114	0.345897	1.32093	0.247644
11	63320242	63330852	-	PLAAT2	0.000167293	0.0550772	0.561765	0.0798748	0.112816	0.000167293	5.97752e-05	0.0274439	0.0520324	0.177198	0.333424	0.148284	0.0456185	0.000167293
11	63341941	63381942	-	PLAAT3	0.664448	0.120973	0.397085	0.183604	0.179677	0.753048	0.588946	0.161979	0.386119	0.322588	0.560089	0.320539	0.325654	0.824274
11	63304280	63313931	+	PLAAT4	9.76677	14.7115	5.06269	1.92209	13.7337	2.6356	1.90104	8.43624	4.06447	5.62664	3.54797	5.96381	2.89588	1.15825
4	84011208	84035883	-	PLAC8	55.142	41.3099	30.9122	52.1881	29.482	63.5745	68.4257	70.2731	35.354	40.2836	37.4357	36.4541	31.0576	50.6574
8	57073468	57123833	-	PLAG1	2.51506	1.94309	2.60892	4.33875	1.63266	1.1257	2.21575	2.35274	2.60359	1.99505	2.55617	2.74995	2.21725	2.93484
6	144261437	144385737	-	PLAGL1	20.3718	5.46872	3.81481	7.10696	9.56896	5.16425	10.9457	7.71257	9.24236	5.47445	6.43223	4.76148	17.0059	8.09555
20	30780307	30795547	-	PLAGL2	27.8562	16.1315	14.1795	8.34514	13.8026	23.5623	13.2309	19.5127	17.8207	21.677	16.4729	13.9051	13.0921	11.9042
10	75670859	75677259	+	PLAU	0.407131	1.16025	0.587217	0.58614	0.818188	0.472402	0.36891	0.592265	0.661751	2.01457	0.57769	0.641602	0.705587	0.370203
19	44150247	44174499	-	PLAUR	28.6348	22.4388	20.4995	17.7388	31.9194	15.8598	21.7874	21.7929	18.3022	27.3775	26.1756	21.4157	21.8918	18.0042
2	28718927	28867009	+	PLB1	34.0708	4.24396	3.43473	18.7469	3.37638	13.8861	30.1004	4.02668	13.944	10.8327	6.13211	6.83013	23.1147	17.6042
12	14656595	14720818	-	PLBD1	76.6716	85.5802	87.2105	317.046	104.876	64.6321	367.405	165.645	83.7677	97.0066	140.344	107.571	384.931	274.768
12	14720666	14772690	+	PLBD1-AS1	1.56128	1.91462	1.75159	2.11856	1.65694	1.1865	3.0687	1.8348	1.37054	1.84394	1.89974	2.56962	4.38534	2.10778
12	113796392	113829435	+	PLBD2	7.51818	2.46043	4.32651	3.67191	1.95323	4.73365	3.22568	4.61782	7.35021	3.7867	4.66528	3.02086	3.1525	6.64426
20	8112913	8865548	+	PLCB1	10.1517	1.59746	2.63485	6.80004	1.28002	2.95978	3.93838	1.81737	9.74655	1.1396	1.4334	1.13586	9.13715	4.88991
15	40580110	40600137	-	PLCB2	154.401	21.4151	27.3879	30.4368	27.9584	30.1512	65.9904	33.9588	42.1886	32.549	36.1951	19.7634	52.5599	54.9139
11	64019002	64036925	+	PLCB3	3.88561	2.26655	1.75193	2.41673	2.04514	2.02115	2.75011	2.45976	2.29834	2.74501	1.94553	1.68785	1.74784	3.02775
20	9049701	9461463	+	PLCB4	0.610572	1.67127	0.380685	0.857763	0.564515	0.205759	0.962562	0.378438	0.159487	0.581886	0.144034	0.600764	0.326147	0.262729
3	38048987	38071134	-	PLCD1	2.04361	1.79183	1.36115	1.99629	0.853737	1.12034	2.42659	1.06918	1.36562	1.33532	0.841646	1.68347	2.39775	1.82409
17	43186327	43209883	-	PLCD3	0.342055	0.178735	0.122928	0.300969	0.117196	0.491364	0.698462	0.132734	0.173592	0.21819	0.127604	0.188282	0.196169	0.51586
2	219472622	219501899	+	PLCD4	1.00865	0.156059	0.0443915	0.347428	0.168933	0.000242896	0.0951451	0.164008	0.00720036	0.0295927	0.0524532	0.166565	0.594164	0.000242896
20	39766183	39806267	+	PLCG1	3.15375	3.18329	5.08698	5.86171	5.38067	4.45226	3.46186	3.05863	5.27928	6.04769	4.72988	1.73741	5.57742	3.1106
16	81812896	81996291	+	PLCG2	119.339	47.1505	64.9122	92.0843	67.6183	86.0728	143.132	61.6898	81.778	89.4673	104.608	70.528	127.314	123.092
3	155197670	155462861	-	PLCH1	15.06	2.22559	1.67478	3.68934	1.23616	0.121731	1.51889	0.275139	0.610956	0.287839	0.343404	3.11452	1.05194	0.116594
2	198669317	199014588	+	PLCL1	2.68771	1.91951	2.0013	4.80659	3.36111	7.50269	5.21642	3.30143	7.10775	2.76113	5.11471	4.92541	9.20443	9.3827
3	16926448	17132099	+	PLCL2	72.5024	62.6001	56.1086	149.46	80.9434	76.9335	69.9544	70.9358	123.699	75.6796	86.0076	87.2418	86.8574	96.1948
X	193023	220023	+	PLCXD1	1.62094	0.884656	0.803186	0.931999	0.491249	0.558726	1.08667	0.953753	0.743364	0.524618	0.669496	1.36744	0.603952	1.15044
3	111393523	111565295	+	PLCXD2	0.571756	0.59488	0.387286	0.835386	0.765711	0.852932	0.575674	0.610641	0.568952	0.878376	0.565945	0.413471	0.737601	0.204314
3	171318194	171528274	-	PLD1	6.60531	11.6868	7.84634	27.2982	8.42612	9.37358	16.8692	12.0896	10.7497	11.8875	8.52185	10.4178	20.5603	12.7428
17	4710447	4726726	+	PLD2	3.63394	0.578038	0.622089	2.1153	0.542817	2.26486	3.08169	1.21979	1.54301	0.842259	0.989728	0.713583	1.98247	1.42854
19	40854332	40884398	+	PLD3	5.29342	3.85754	4.88914	6.7458	4.63021	6.29307	9.79322	5.3242	4.99598	5.31668	5.9075	3.86863	7.14513	10.4285
14	105391216	105404123	+	PLD4	0.397357	0.304328	0.617569	0.0263239	0.0637338	5.04745	0.496291	0.525252	0.189728	1.39988	0.347411	0.125588	0.388754	0.132554
17	17104309	17109648	-	PLD6	2.26211	1.83829	2.00464	3.37475	2.47737	1.42664	0.269861	0.572694	0.446893	0.955588	0.702752	0.697939	1.70246	0.000272404
8	144989321	145050914	-	PLEC	231.998	92.6639	86.7073	37.5591	79.8197	69.1765	107.352	70.8146	73.1104	82.7353	75.518	101.024	62.5636	144.706
2	68592414	68624586	+	PLEK	223.002	265.879	134.066	209.476	272.506	110.361	183.508	187.727	150.967	202.131	136.183	179.954	228.318	108.528
14	67853701	67878883	-	PLEK2	1.61214	0.325801	1.43529	52.5802	1.73167	2.93949	4.36374	0.270222	8.68109	0.712571	5.68277	9.74603	6.42831	5.51427
10	124134224	124202117	+	PLEKHA1	4.06418	3.28893	7.65706	8.74354	5.36499	8.10724	7.19033	3.85656	5.53679	3.15257	4.18443	1.4068	9.46881	3.66597
8	38758864	38831431	+	PLEKHA2	45.2274	46.0808	45.815	72.057	51.6174	60.5695	87.3508	51.901	44.4525	49.3685	54.7854	52.8484	85.5703	55.623
2	179345184	179381191	+	PLEKHA3	14.6661	20.0212	18.1455	48.8794	17.601	18.6785	30.4843	19.5201	26.0243	16.1691	15.0815	15.7169	49.2819	26.8639
12	19282667	19529334	+	PLEKHA5	1.19579	2.0467	3.07161	1.17524	2.30189	0.974245	1.19214	1.35784	1.24628	0.732514	1.25177	1.49394	0.842513	2.33256
1	204187981	204329058	-	PLEKHA6	0.791598	0.457052	0.0490209	0.0774609	0.512774	0.119137	0.0259843	1.04074	0.578313	0.162845	0.0949266	0.0920362	0.0221431	0.171124
11	16798844	17035962	-	PLEKHA7	0.270955	0.74154	0.22086	0.25827	0.485787	0.192158	0.126069	0.56592	0.292138	0.452285	0.119562	0.0852289	0.0453833	0.426544
7	30067977	30170099	+	PLEKHA8	7.29683	5.52568	4.46797	7.43742	5.36573	3.74452	6.1711	9.66498	5.67113	4.35686	5.77552	5.69939	6.07846	5.86589
12	45566817	45609790	-	PLEKHA8P1	3.53031	2.20986	2.41219	1.4984	1.53618	0.880704	1.51142	1.73533	1.76025	1.14411	1.5406	2.90692	1.57863	1.56984
11	73357626	73373865	+	PLEKHB1	0.174628	0.496282	1.10031	1.05918	1.09894	1.33606	0.641119	0.497106	0.584874	1.02895	1.1064	0.361222	0.315252	1.10518
2	131862420	131907426	+	PLEKHB2	48.6528	39.5792	29.3028	115.173	46.11	31.0342	85.6006	42.2402	54.5099	45.3325	40.4395	39.6133	114.252	74.8544
19	30156368	30166384	+	PLEKHF1	0.355409	0.780372	2.3593	0.656601	0.50231	0.494838	0.682892	0.540655	0.636161	1.79931	0.733979	0.215368	1.81839	0.592406
8	96146013	96168914	+	PLEKHF2	18.6465	36.6763	32.1395	66.136	34.1717	26.6801	67.8561	33.8072	23.8314	33.9161	29.1303	29.6282	74.3831	42.9683
6	150921021	151164802	+	PLEKHG1	3.09165	2.0951	4.25992	4.24793	3.08394	43.7105	8.6824	2.04522	2.77209	8.03719	5.27966	1.88441	1.40245	3.53001
19	39903309	39919056	+	PLEKHG2	6.93198	1.58975	1.95807	1.1618	1.01999	3.47917	2.67354	1.92437	2.21385	1.80068	1.69426	1.72038	1.49058	2.04065
14	65171142	65216968	+	PLEKHG3	58.0804	22.8623	30.6398	21.5445	45.2841	36.8914	28.5236	23.8823	42.6147	40.5141	47.4281	28.8387	35.1845	31.7151
16	67312065	67323404	+	PLEKHG4	0.301574	0.570868	0.344872	0.646529	0.173095	0.218764	0.0805489	0.487146	0.0583746	0.362489	0.127863	0.136555	0.170308	0.000208696
19	2229951	2236329	-	PLEKHJ1	1.54451	1.49297	1.78408	1.8101	1.80332	1.63446	1.50346	1.82033	1.4482	2.11773	2.13043	1.45475	2.7524	0.556185
17	43513266	43568088	-	PLEKHM1	57.6535	24.7877	23.6589	33.5689	36.6448	28.5995	42.8654	28.7946	31.9183	35.1455	36.8888	28.8163	37.5249	33.3371
17	62780959	62833303	-	PLEKHM1P1	83.455	17.1657	11.9214	16.5225	16.8737	17.4865	35.2606	19.6985	18.2644	19.875	16.7954	17.9206	23.8241	18.3228
1	16010815	16061265	+	PLEKHM2	25.8501	10.5492	7.12794	10.8318	11.924	11.3715	13.0581	11.7628	12.6498	15.1431	12.1577	12.3045	11.0731	9.94622
2	208686012	208890252	-	PLEKHM3	25.8054	16.4026	22.5089	34.8519	24.0882	29.4386	31.687	18.8604	28.8474	32.5643	33.2063	20.7912	27.6894	34.4589
1	901862	911246	+	PLEKHN1	0.923674	0.000719097	0.00992464	0.000426233	1.39063e-05	0.268248	0.103489	0.0321185	0.00818301	1.39063e-05	0.000719097	0.00311919	0.463632	0.000426233
1	150121624	150132261	+	PLEKHO1	47.1679	13.5523	13.6612	5.94468	13.8555	12.7608	11.4311	9.32534	12.0573	12.7628	11.8761	14.588	10.7123	5.81848
15	65134082	65160202	+	PLEKHO2	65.3538	47.7339	41.0825	64.9483	71.9941	58.4464	72.7975	68.1674	56.2446	80.7882	78.4107	52.6169	79.2285	54.5777
2	87237588	88058995	-	PLGLB1	1.0637	0.496964	0.68638	2.31502	2.05633	3.61591	2.5665	0.746187	1.34511	1.3779	2.60238	1.31075	2.31714	1.07326
2	87237588	88058995	-	PLGLB2	0.996705	0.465671	0.643154	2.16918	1.92681	3.3882	2.40485	0.69918	1.26039	1.2911	2.4384	1.22817	2.17122	1.00566
9	5357971	5437926	-	PLGRKT	0.739787	1.70791	1.15379	1.19821	0.933319	1.31358	1.04862	1.32674	1.31643	1.22581	0.845646	1.43142	1.68702	1.13978
9	19115759	19127605	-	PLIN2	5.04117	10.4648	7.54335	13.516	11.4467	6.67072	14.0927	7.0436	5.67186	7.65112	5.68779	5.87382	12.1096	10.3781
19	4838353	4867680	-	PLIN3	13.0074	9.78531	12.7698	15.8588	10.6066	18.7529	19.9667	13.0189	14.7471	17.5609	18.8051	14.8334	27.4957	13.9874
19	4502208	4518499	-	PLIN4	54.9402	0.451022	0.614415	0.998417	0.718867	4.11149	3.9039	0.904655	2.85421	1.71028	2.42858	1.83746	2.30711	0.79651
19	4522544	4535237	-	PLIN5	33.3535	0.338907	0.4425	2.52673	0.740784	3.03719	12.7736	0.928913	1.86791	1.12071	2.65883	2.25868	5.5155	1.96979
16	23690210	23701689	+	PLK1	0.3982	1.06229	1.44323	0.525517	1.23956	0.874078	0.317214	0.625802	0.233529	1.281	1.42669	1.97172	0.0162558	0.502324
5	57749810	57755967	-	PLK2	0.905037	0.466835	0.410407	0.355188	0.612361	0.624459	0.124069	0.363343	0.128417	0.118856	0.243774	0.402547	1.17809	0.000135491
1	45266049	45271663	+	PLK3	8.85665	1.83545	2.02889	2.79574	2.56561	3.80377	5.53685	3.27883	4.25736	2.47729	3.63919	2.72724	11.0655	2.58856
4	128802048	128820378	+	PLK4	0.491688	1.09567	1.43094	2.52575	1.54497	0.937209	0.863736	0.797865	1.12644	1.2854	1.68117	2.03103	0.449331	1.78541
1	11994774	12035595	+	PLOD1	8.2402	7.30422	9.02303	8.51588	14.0481	8.90783	10.0621	5.1284	9.04979	9.44652	11.1985	9.85394	13.6004	9.30737
3	145787228	145879283	-	PLOD2	14.4085	11.6868	5.85399	7.46423	9.10712	1.74117	5.37965	2.22389	2.75768	4.11026	3.1246	16.5352	2.17166	2.08452
7	100849265	100860863	-	PLOD3	5.2403	2.70193	2.86651	2.71262	2.93022	2.02084	2.8511	2.48158	3.88137	1.95903	2.12732	1.93975	2.64492	5.36171
X	49028245	49031584	+	PLP2	13.6372	16.7617	19.367	24.9957	23.3408	23.1533	31.4986	19.692	20.8601	27.0499	27.9163	19.6701	35.511	39.487
8	37620064	37637287	+	PLPBP	12.7227	12.8109	13.0656	26.0955	14.029	12.2136	22.982	16.063	14.3782	14.8079	13.8949	9.69639	21.8144	22.4387
5	54720670	54830907	-	PLPP1	0.254862	0.224661	0.492043	0.298961	0.996639	0.394219	0.388498	0.455416	0.34389	0.695972	0.0660461	0.000172543	0.766892	0.283222
1	56960433	57045237	-	PLPP3	0.178593	0.981463	1.04149	1.44324	0.671687	0.763956	1.01932	0.99229	0.619036	1.77404	1.36263	1.67959	0.890178	1.80435
8	38120650	38126751	-	PLPP5	4.35476	2.63851	3.64546	3.60047	3.71023	4.77776	9.17238	2.59891	1.68585	2.63994	3.36512	2.53141	3.34105	3.75685
9	4662294	4665259	+	PLPP6	1.79655	3.28004	2.13025	6.38569	3.00308	4.55817	3.90907	3.98514	2.87	2.83617	2.6601	3.11006	5.76838	1.39764
19	11466108	11476375	+	PLPPR2	15.3296	3.78928	4.06596	2.67451	5.39456	5.99423	6.49863	3.17031	6.63682	7.27309	6.41706	5.76491	8.32855	5.96864
4	155456149	155471586	-	PLRG1	6.06557	6.12794	7.23668	12.7127	5.54532	6.41831	11.0433	7.27912	7.12249	6.1081	6.04915	4.68889	10.8413	10.2263
3	142315235	142432506	+	PLS1	0.224597	1.10165	0.805383	1.20992	1.6452	0.390838	0.466134	1.06484	0.537006	0.66381	0.861637	0.937272	0.675891	0.436709
X	114795501	114885180	+	PLS3	0.326449	1.101	0.285467	0.62956	0.256151	0.116641	0.438023	0.170997	0.200153	0.380036	0.0691611	0.336713	0.377941	0.251199
3	146232967	146262395	-	PLSCR1	24.1953	82.0759	34.9911	46.9328	53.3323	60.2015	42.4005	102.867	36.3897	86.1146	52.0577	72.1853	77.4707	17.6572
3	146151075	146213779	-	PLSCR2	0.404463	0.0986702	0.0619048	0.142444	0.165132	0.563121	0.168827	0.366347	0.0466477	0.148258	0.257909	0.186065	1.13611	0.000149327
17	7293046	7297845	-	PLSCR3	3.90339	1.96516	1.895	2.11457	2.00505	2.61077	3.38025	1.93753	2.5596	2.07379	1.92169	1.81534	2.74511	3.72227
3	145910124	145968967	-	PLSCR4	1.54327	2.39754	1.32958	4.41892	3.36842	1.32706	1.29317	2.35992	2.75662	1.47918	1.83004	2.57934	1.09922	2.41182
20	44527259	44541004	-	PLTP	0.182007	1.02015	0.317626	1.64388	0.689079	0.178702	0.460601	0.152088	0.336566	0.408283	0.132486	0.494135	0.421354	0.420003
19	17462264	17488152	-	PLVAP	0.209045	2.1144	0.980106	0.293499	0.950782	0.0911812	0.00121755	0.397919	13.7633	0.366349	0.320359	2.77981	0.138356	0.0469648
17	37219566	37307891	-	PLXDC1	0.522803	0.369468	0.32349	0.25104	0.616566	0.165625	0.0319569	0.000259168	0.178444	0.676518	0.0188666	0.116004	0.429261	0.000263171
10	20105361	20578785	+	PLXDC2	138.379	183.577	143.175	235.735	149.245	98.8431	217.866	173.934	135.895	154.322	134.855	168.125	261.972	178.56
3	126707437	126756236	+	PLXNA1	0.668938	0.633958	0.551811	0.608873	1.20602	0.294492	0.624666	0.311448	0.571711	0.662984	0.452374	0.320523	0.972069	0.6537
1	208195588	208417730	-	PLXNA2	5.62249	1.07891	1.50572	2.94816	2.60385	3.42074	5.2387	1.66367	3.53235	1.44525	3.20312	2.3552	6.44989	4.02779
X	153686621	153706119	+	PLXNA3	1.44681	1.68506	1.26055	0.80258	0.66607	1.24087	1.01254	0.365529	1.07799	0.970594	0.324527	0.742375	0.915287	0.943809
7	131808091	132333448	-	PLXNA4	1.78091	1.08298	0.909853	1.82156	0.743506	0.490877	0.681246	0.415619	1.5935	0.361877	0.441642	1.55493	1.03875	0.742274
3	48445261	48471496	-	PLXNB1	0.638676	0.039386	0.217049	0.140577	0.000173891	0.123609	0.142556	0.229574	0.177045	0.0414231	0.0374726	0.233153	0.0641926	0.142049
22	50713408	50746076	-	PLXNB2	44.5496	11.9601	12.8542	17.9542	7.99856	17.2931	21.5026	20.7358	28.2537	14.6454	13.318	10.2555	19.3651	33.9635
X	153029651	153044802	+	PLXNB3	1.48552	4.57791	1.20623	0.298813	2.16971	0.344803	0.777175	1.28492	0.443877	0.999945	0.726063	5.98988	0.191718	2.382
12	94542353	94701452	+	PLXNC1	334.147	189.972	227.203	635.981	348.057	361.722	564.773	364.348	539.541	512.022	674.053	397.731	1050.46	634.763
3	129274056	129325583	-	PLXND1	7.6729	2.46022	4.87389	4.85093	1.96442	7.94017	6.66933	3.91502	10.3038	4.68214	5.47077	3.78676	6.55198	20.2167
6	89855774	89875285	+	PM20D2	4.55399	4.29323	4.2332	8.34879	4.06964	3.47485	5.73334	3.78629	5.29667	3.64685	3.35964	3.32151	7.4411	5.16935
18	57567228	57571538	+	PMAIP1	2.174	6.58186	2.54695	4.49572	8.60308	2.08561	1.79386	4.40342	2.32895	5.49089	2.95904	3.15967	4.37998	0.399583
20	56223448	56286593	-	PMEPA1	0.377227	0.114905	0.403609	0.199208	0.384785	4.84239	0.70877	0.285099	0.299735	0.212144	0.600522	0.133157	0.454196	0.125862
1	156182779	156209869	+	PMF1	4.05418	1.81562	2.72283	3.88083	2.24923	5.19287	7.34765	2.38179	3.06557	3.49575	4.09431	2.95474	5.02409	5.86619
1	156182779	156213124	+	PMF1-BGLAP	0.173022	1.47713	0.0921876	0.016441	0.0425165	0.0626225	0.00033807	0.0278246	0.653428	0.00690432	0.000752723	0.0547458	0.137644	2.95797e-05
15	74287014	74340164	+	PML	47.2013	47.5143	12.3519	2.2972	44.0152	29.4581	8.1342	48.4695	10.8195	52.3208	24.3757	33.1109	3.25541	6.98778
22	41972905	41985845	-	PMM1	1.07858	0.590681	0.99051	1.34165	1.00332	0.748057	0.948068	0.754426	1.1902	1.05775	1.12373	0.452628	1.34349	0.930011
16	8891696	8943183	+	PMM2	1.98946	2.64749	3.30725	3.54566	2.20809	2.38736	2.98749	3.70793	2.45536	2.22247	2.30573	1.52988	3.8645	2.2393
9	139305025	139318214	+	PMPCA	3.14202	1.92627	2.14555	2.46734	1.98566	2.29689	3.52301	1.61419	2.31785	2.30529	1.89416	1.604	3.78333	2.82842
7	102937882	102955134	+	PMPCB	7.4678	6.9064	8.13918	13.8977	5.88772	8.17841	10.3366	9.23466	9.63667	7.39063	7.7773	6.46503	14.0184	8.32259
2	190648811	190742356	+	PMS1	4.6029	5.75421	5.35	9.31823	5.98672	3.8426	8.09937	4.98409	4.71734	4.53066	4.21311	4.00113	8.43265	6.49258
7	6010556	6048738	-	PMS2	5.16518	3.42822	4.40334	5.38072	3.90089	4.50874	6.35838	4.61182	4.6641	3.98756	4.81349	3.50182	5.06942	7.53958
7	6774936	6791233	+	PMS2CL	3.75647	2.24539	2.35243	2.22702	2.28858	2.81415	2.48899	2.46718	3.01159	3.04808	2.60493	2.04366	2.50436	2.60915
7	99918263	99933931	-	PMS2P1	0.816179	1.28193	1.9088	3.15948	1.48441	1.82512	1.77987	0.983197	1.21051	2.04057	1.75169	1.32921	1.74354	0.830358
7	75137069	75157454	-	PMS2P3	2.03413	1.16064	1.17768	5.59174	2.43909	1.66707	4.7687	1.91995	1.40037	1.93035	2.1861	0.963257	3.18671	1.90715
7	66741118	66767430	-	PMS2P4	1.30101	0.330035	0.253468	1.72619	0.17483	1.16799	0.21969	0.287126	0.243761	0.61229	0.261106	0.279814	0.968644	0.000261195
7	72476619	74988277	+	PMS2P5	4.01534	1.97973	1.7971	1.08521	1.91814	2.07995	0.5854	0.899996	1.14471	1.57623	1.27913	2.08683	0.859793	0.047172
7	72476603	74988293	+	PMS2P7	12.0519	5.63852	3.46461	9.96588	7.45183	3.72202	7.50148	5.18891	6.39953	7.22833	5.38779	5.253	7.98748	4.47175
7	76668797	76682356	+	PMS2P9	16.3324	4.71764	5.36146	2.39206	6.87713	8.08545	5.05433	3.55281	4.33268	4.78703	5.94476	6.64231	1.97525	3.59667
1	154897216	154915135	-	PMVK	0.921995	1.17531	0.908354	1.36364	1.0103	0.664059	1.00174	1.09758	0.967745	0.856642	0.712291	0.743162	1.1006	1.00698
6	99845926	99873222	-	PNISR	95.3186	48.2169	42.9679	66.9915	49.4918	52.4815	62.7159	67.9319	75.41	49.4298	55.466	51.7993	74.3823	61.7083
2	219135242	219211517	+	PNKD	8.84718	11.3801	9.56419	5.71244	6.85114	6.06475	5.6537	5.26091	7.63344	8.22111	5.33657	10.1419	3.21644	12.4113
19	50364461	50370834	-	PNKP	10.7323	1.55775	2.00322	3.7346	1.28083	3.48761	6.46378	2.67559	2.8047	2.85868	3.04433	2.49559	2.82473	3.54401
14	74178486	74181088	-	PNMA1	9.54319	7.74337	8.07378	11.886	10.0815	5.27705	10.6282	5.62387	5.18933	9.2185	8.73635	8.91975	6.19832	6.0889
X	152224827	152228823	+	PNMA3	1.82098	0.19792	9.21941e-05	0.401859	0.0627319	0.00167983	0.0362602	0.0304982	0.011393	0.13131	0.000108467	9.21941e-05	0.00167983	0.00167983
14	39644458	39652425	+	PNN	27.9724	8.16277	9.17574	6.28106	7.80789	9.98706	9.74841	8.35212	9.41137	8.75009	8.98856	8.80714	7.16323	6.41443
2	68384962	68403371	+	PNO1	0.688825	1.29305	1.83496	2.87851	0.978501	1.61746	1.59511	0.993129	1.58884	1.09734	1.06242	1.13043	1.55505	2.05032
8	28174785	28200869	+	PNOC	0.236885	0.356353	0.661421	0.480874	0.782761	1.01457	1.22798	0.263905	0.189663	0.349237	0.559286	0.371631	0.438739	0.516277
14	20937538	20946166	+	PNP	14.4649	17.0106	12.5528	158.493	16.4724	12.5833	18.1568	8.4025	29.4447	10.4919	9.66631	19.019	18.4559	12.4125
6	36210945	36276373	+	PNPLA1	1.69509	3.04992	3.38971	1.78346	4.01014	1.82935	2.59051	1.74988	1.589	5.27259	3.88594	3.85572	2.06962	3.00354
11	818914	825572	+	PNPLA2	25.6641	10.0773	11.3806	23.0195	49.147	24.8293	14.8312	10.0645	45.8393	15.4737	36.5177	29.8244	14.861	55.2845
X	7866288	7895781	-	PNPLA4	0.664065	0.639447	1.02163	2.71106	0.523372	0.794602	1.64435	0.508104	0.680856	0.507576	0.551322	0.535138	2.436	0.380583
19	7599050	7626654	+	PNPLA6	45.1585	10.1808	9.39628	12.9588	14.4818	8.46771	16.6507	10.221	13.2229	8.8817	10.5904	9.77157	13.1323	11.0531
9	140354404	140444855	-	PNPLA7	0.320365	0.245922	0.0595695	0.105777	0.283639	0.696871	1.23108	0.123961	0.0628177	0.118882	0.0780675	0.205107	0.301378	0.233678
7	108110861	108168623	-	PNPLA8	17.2043	11.0144	12.382	35.9083	13.9356	20.4115	26.8968	18.1873	24.9609	14.6853	17.0817	10.5357	42.1639	21.9664
17	46018937	46026675	+	PNPO	3.32674	3.07639	3.14471	5.6477	3.64974	2.56779	3.90592	3.66245	3.79121	3.09461	3.08631	2.13542	3.74836	4.66619
2	55861196	55920980	-	PNPT1	3.4618	6.78565	7.0183	6.25671	7.52057	7.51919	4.5126	10.1592	4.43615	7.73689	9.8071	8.70806	4.20945	2.6154
6	89790470	89794880	+	PNRC1	60.7386	97.3037	89.0726	177.808	110.765	193.032	152.005	106.933	171.033	137.984	123.179	108.038	223.106	234.308
1	24286318	24289950	+	PNRC2	27.5076	44.3816	46.4527	96.7362	39.4254	53.6204	78.4051	51.5144	39.5658	50.6132	45.4505	38.2715	80.9305	46.4169
3	52109242	52188440	-	POC1A	0.418847	0.432621	0.384669	1.14963	0.451344	0.835841	0.927962	0.602473	0.299937	0.656556	0.470354	0.271974	1.81531	0.0559384
12	89813498	89919825	-	POC1B	21.3445	10.7658	12.6461	86.975	37.2597	37.7071	29.3677	16.7364	56.9761	16.1396	37.5665	25.8446	38.0437	43.005
12	89919347	89935320	+	POC1B-AS1	0.786261	0.784104	0.670988	1.08089	1.05999	1.6345	1.08788	1.10003	1.14998	1.02091	1.37592	1.51357	1.18339	1.06492
12	89913190	89920040	-	POC1B-GALNT4	0.228345	3.06562	2.49937	8.32652	3.82226	4.32265	4.51286	5.3428	2.33308	3.73251	5.29596	5.57492	7.41888	5.89946
5	74969949	75013263	-	POC5	3.11367	2.52182	2.5231	6.56121	2.31028	3.33348	4.51749	2.91572	3.52178	2.77088	2.88707	3.03713	7.71577	1.9214
7	131185031	131241388	-	PODXL	0.453671	0.605593	0.287861	0.244994	0.105591	0.263256	0.404597	0.614759	0.213241	0.280073	0.104884	0.194285	0.155266	0.48126
3	127348028	127391646	+	PODXL2	0.254219	0.149181	0.43868	0.201366	0.17934	0.707454	0.209021	0.406028	0.0432983	0.000175798	0.0463186	0.706777	0.764705	0.000281363
X	84532402	84634671	-	POF1B	0.252224	0.0498017	0.28606	1.82647	0.194833	0.000696731	0.0602968	0.0190184	0.0324604	0.0273078	0.0710309	0.0257129	0.757864	0.000696731
20	30795683	30826462	+	POFUT1	6.84497	4.48674	4.77313	8.03987	2.73032	5.02965	6.77253	5.11021	6.52705	5.01521	3.93148	3.91268	7.12872	6.58416
21	46683850	46707829	-	POFUT2	5.69998	1.83412	1.14316	2.61179	1.42965	1.72715	3.24984	1.62684	2.02296	2.25836	1.22619	1.26325	4.02236	1.07151
1	166808712	166825584	+	POGK	13.5001	14.6357	14.8097	18.6973	12.3375	13.5315	16.4673	15.9913	14.6112	12.7737	12.6146	12.409	16.386	16.045
3	119187810	119213555	+	POGLUT1	3.78409	3.26736	3.23223	8.91251	3.13076	2.92726	7.05201	3.61379	4.56158	2.10006	3.09346	4.22917	7.594	7.82847
13	103436631	103451327	-	POGLUT2	0.000147676	0.147318	0.463611	0.246411	0.189477	0.0929394	6.77157e-05	0.16863	0.082495	0.110293	0.192675	0.0830826	0.000147676	0.000147676
11	108342846	108369112	-	POGLUT3	2.80241	3.14346	3.3115	4.57906	1.4857	2.10594	0.89489	3.0529	2.56403	1.97106	1.53997	1.74153	1.32574	0.222596
1	151375200	151431971	-	POGZ	39.3852	27.1121	19.3643	23.1981	24.0435	21.1872	30.5454	27.6653	26.1032	29.027	23.9628	28.7748	29.4657	31.472
X	24712035	25015103	+	POLA1	5.08184	6.03484	7.60689	27.3152	12.8224	9.27414	7.49589	6.96758	14.0925	6.96151	13.2305	12.0405	9.80305	9.08801
